Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus
Bacteria	Actinobacteria	Rubrobacteria	Solirubrobacterales	Patulibacteraceae	Patulibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Martelella
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Yania
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Siderocapsaceae	Siderocapsa
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderialesincertaesedis	Sphaerotilus
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina
Bacteria	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Thermus
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Physactis
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Schwartzia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Nostochopsis
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Pseudanabaenaceae	Sphaeronema
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Pragia
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Serpens
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillalesincertaesedis	Gemella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Stigonemataceae	Hapalopsis
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Halospina
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Endonema
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Sphaerozyga
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Gomontiellaceae	Starria
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Sphaerocavum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Lactosphaera
Bacteria	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Yaniella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Cyanodictyon
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Sacconema
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Romeriaceae	Tubiella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Isactis
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Lonepinella
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichalesincertaesedis	Fangia
Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Solimonas
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Pfennigia
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Rhyniella
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Schizotrichaceae	Dasygloea
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rhabdomonas
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Sclerothrix
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Capsosiraceae	Capsosira
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobacterium
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Syringogyra
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Diplocalyx
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Stelangium
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Geitleria
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Carbophilus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Loriella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Micropruina
Bacteria	Spirochaetae	Spirochaetes	Brachyspirales	Brachyspiraceae	Serpula
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcales	Sphaerophyus
Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Sapromyces
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Trichocoleusaceae	Trichocoleus
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Sphaerocillus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Thermobacterium
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sporangium
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Siderocapsaceae	Siderococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caminicella
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	Dermatophilus
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiospira
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Urobacillus
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Wolhynia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Agromonas
Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Scytonemataceae	Croatella
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiolamprovum
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Linckiella
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Trichospira
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Gallionella
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Pelospora
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridialesincertaesedis	Anaerococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thiosphaera
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Stella
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Eniseiella
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Polycavita
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocales	Shuntaria
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Lermontovaephycaceae	Lamellophycus
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Syniella
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Crustophycaceae	Crustophycus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Lunoevia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Archaeonema
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Fremyella
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Chamaesiphonaceae	Polysphaeroides
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Cyanotetras
Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Blastococcus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Symphyonemataceae	Lithonema
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirella
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Allisonella
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Schizotrichaceae	Angaronema
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Hallella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Megathrix
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderialesincertaesedis	Aquabacterium
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Romeriaceae	Campylotropium
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Carnimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Reinekea
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Coccopedia
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Aphrostroma
Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga
Bacteria	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Agitococcus
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spironema
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Albibacter
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Siphonophycus
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Faenia
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Mesoplasma
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechlorosoma
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Stomatococcus
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Spirillaceae	Spirillum
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Bogoriella
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Porostromataawaitingallocation	Garwoodia
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Anacystis
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Solentia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Capsosiraceae	Nematoplaca
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Trichormus
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Petraphera
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Scytonemataceae	Dictyophycus
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Ernstiella
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Chamaenema
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Sarmaellaceae	Borlogella
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Amurella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Anabaena
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriales	Boruokia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Pseudonostoc
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystidaceae	Uranovia
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Hydrococcaceae	Dalmatella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Micropolyspora
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Scytonemataceae	Encrusta
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Anhaltia
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Hemophilus
Bacteria	Spirochaetae	Spirochaetes	Brachyspirales	Brachyspiraceae	Serpulina
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Hyella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Globulus
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Cyanonema
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
Bacteria	DeinococcusThermus	Deinococci	Deinococcales	Deinococcaceae	Deinobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Koserella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Tolypothrichaceae	Spirirestis
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosolobus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Prauserella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Heteroleibleiniaceae	Heteroleibleinia
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderialesincertaesedis	Ideonella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Arachnia
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Ampullaria
Bacteria	Spirochaetae	Spirochaetes	Brachyspirales	Brachyspiraceae	Brachyspira
Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Geotoga
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Radaisia
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Romeriaceae	Romeria
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Scytonemataceae	Tildenia
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Edigania
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Vaginaria
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Jatuliana
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Nodularia
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Sosnovia
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Foniniaceae	Foninia
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Beutenbergiaceae	Salana
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Skujaella
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriales	Rectia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Fischerella
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Tetrarcus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Microtrichella
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Sacharia
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Sarmaellaceae	Sarmaella
Bacteria	Cyanobacteria	Cyanophyceae	Acrescentida	Alterniidae	Alternia
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Shanganellaceae	Cyclularia
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Gremlia
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Entophysalidaceae	Entophysalis
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Skermania
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Microcoleus
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Natroniella
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Porostromataawaitingallocation	Cayeuxia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Teichococcus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Tolypothrichaceae	Borzinema
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Handeliella
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Seliberia
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Acinomyces
Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Microsphaera
Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Pillotina
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Quinella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Grahamella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Chelatococcaceae	Chelatococcus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Hongia
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Eozygion
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Heliotrichum
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Sarmaellaceae	Cystostroma
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Tistrella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Stigonemataceae	Rosaria
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Sorospora
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Protospiraceae	Protospira
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Tyrcanella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Fischera
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcales	Echaninia
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Neoadelia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Nelcanella
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Entophysalidaceae	Corynophycus
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcales	Rhyniococcus
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Tetraphycus
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Stichosiphonaceae	Stichosiphon
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Aplococcus
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Archaeothrix
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Siphonema
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Thionema
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Entophysalidaceae	Placoma
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Craurococcus
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Bicuspidata
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Bacularia
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella
Bacteria	Spirochaetae	Spirochaetes	Leptospirales	Leptospiraceae	Leptospira
Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidobacterium
